timeOpen;timeClose;timeHigh;timeLow;open;high;low;close;volume;marketCap;timestamp
"2021-12-31T00:00:00.000Z";"2021-12-31T23:59:59.999Z";"2021-12-31T09:23:00.000Z";"2021-12-31T21:10:00.000Z";5.2051694198;5.3519476892;5.1244089112;5.1783258596;3091874.51;65973486.01;"2021-12-31T23:59:59.999Z"
"2021-12-30T00:00:00.000Z";"2021-12-30T23:59:59.999Z";"2021-12-30T08:06:06.000Z";"2021-12-30T23:44:07.000Z";5.3050866728;5.37620991;5.1696771024;5.2047565282;3143985.06;66291939.26;"2021-12-30T23:59:59.999Z"
"2021-12-29T00:00:00.000Z";"2021-12-29T23:59:59.999Z";"2021-12-29T22:34:11.000Z";"2021-12-29T13:39:06.000Z";5.3265108668;5.507026955;5.1937049261;5.3058249187;4765279.08;67561386.23;"2021-12-29T23:59:59.999Z"
"2021-12-28T00:00:00.000Z";"2021-12-28T23:59:59.999Z";"2021-12-28T06:50:06.000Z";"2021-12-28T19:11:06.000Z";5.7892052502;5.8320351921;5.2889655438;5.3237826126;5617968.97;67769552.83;"2021-12-28T23:59:59.999Z"
"2021-12-27T00:00:00.000Z";"2021-12-27T23:59:59.999Z";"2021-12-27T00:09:07.000Z";"2021-12-27T23:54:06.000Z";6.1201344898;6.1775493896;5.7850202102;5.7859088189;7717503.06;73631254.56;"2021-12-27T23:59:59.999Z"
"2021-12-26T00:00:00.000Z";"2021-12-26T23:59:59.999Z";"2021-12-26T14:50:06.000Z";"2021-12-26T08:52:13.000Z";5.5342640798;7.177165114;5.3840484632;6.1292939402;31578695.9;77979478.12;"2021-12-26T23:59:59.999Z"
"2021-12-25T00:00:00.000Z";"2021-12-25T23:59:59.999Z";"2021-12-25T21:29:06.000Z";"2021-12-25T00:04:06.000Z";5.3919553786;5.590266814;5.3837551812;5.5438320615;2726491.35;70509154.85;"2021-12-25T23:59:59.999Z"
"2021-12-24T00:00:00.000Z";"2021-12-24T23:59:59.999Z";"2021-12-24T02:32:06.000Z";"2021-12-24T23:22:15.000Z";5.6730010639;5.8490665983;5.3804055715;5.3900638343;4388410.84;68532771.31;"2021-12-24T23:59:59.999Z"
"2021-12-23T00:00:00.000Z";"2021-12-23T23:59:59.999Z";"2021-12-23T21:04:06.000Z";"2021-12-23T11:35:06.000Z";5.2103992589;5.9137608095;5.1101248621;5.6421923543;6665126.94;71709721.84;"2021-12-23T23:59:59.999Z"
"2021-12-22T00:00:00.000Z";"2021-12-22T23:59:59.999Z";"2021-12-22T02:34:06.000Z";"2021-12-22T23:53:07.000Z";5.4529537472;5.4825109948;5.1961809444;5.2107249671;2239151.77;66209161.23;"2021-12-22T23:59:59.999Z"
