time,close,volume,marketCap,log_p_for_returns,returns,close_ADAUSD,volume_ADAUSD,close_BTCUSD,volume_BTCUSD,close_EOSUSD,volume_EOSUSD,close_LTCUSD,volume_LTCUSD,close_TRXUSD,volume_TRXUSD,close_XLMUSD,volume_XLMUSD,close_XMRUSD,volume_XMRUSD,close_XRPUSD,volume_XRPUSD,close_ETHUSD,volume_ETHUSD,mcp_BTCUSD,rolling_mcp_BTCUSD,mcp_ETHUSD,rolling_mcp_ETHUSD,mcp_ADAUSD,rolling_mcp_ADAUSD,mcp_EOSUSD,rolling_mcp_EOSUSD,mcp_TRXUSD,rolling_mcp_TRXUSD,mcp_XRPUSD,rolling_mcp_XRPUSD,mcp_XLMUSD,rolling_mcp_XLMUSD,mcp_LTCUSD,rolling_mcp_LTCUSD,mcp_XMRUSD,rolling_mcp_XMRUSD,CCMIX,log_p_for_Rmkt,Rmkt
2017-12-19 00:00:00+00:00,69.0693969727,18541300.0,255005611.988,4.235111752393882,0.003182989936337144,0.5283363,2781042.0,18930.0,49.785756,8.825166,38969.0,352.55232,2139.74,0.0439175999999999,18555776.0,0.2758101,1573448.0,370.89549,186.988,0.745842,1305458.0,780.0,18.237565,942444.36108,94280048.02001934,14225.3007,1864342.9803573731,1469325.4404246,53239709.03164847,343907.893854,28748325.38825692,814925.148057598,65139046.02086808,973665.405636,64197070.73259237,433972.8502248,18016487.300299548,754370.3011968,68922240.19207524,69353.00588412,7886980.511236896,4591.223031263865,8.431901723174642,-0.0007273286960440828
2017-12-20 00:00:00+00:00,75.8178024292,22449400.0,280463314.407,4.3283331256164415,0.0932213732225593,0.5073559088,718404.0,16850.08,72.744106,11.105887728,54258.0,327.96995712,2480.13,0.0399346896,14316571.0,0.2495496848,2065094.0,342.02292384000003,383.842,0.7139378896000002,1350208.0,781.3,23.925878,1225744.00562848,175344730.04725432,18693.2884814,4136585.14660187,364486.5143055552,39110380.43848637,602583.256345824,64796068.44469839,571727.8190213616,70848672.68136357,963964.650041037,52539472.39036848,515343.5567823712,23747599.971435085,813408.1297520256,61319817.27145676,131282.76313259327,8751482.089194145,6056.199742982092,8.708837777232235,-0.026883222538049978
2017-12-21 00:00:00+00:00,93.5233001709,40033700.0,346610021.278,4.538210604938326,0.20987747932188494,0.4747286068,1189851.0,16460.77,38.046968,10.431189949,29265.0,302.20327643,2643.91,0.0531682871,166988510.0,0.2520143887,925844.0,472.424099,468.69,0.7249323108,1231339.0,793.18,12.612054,626282.38944536,88247184.59658858,10003.62899172,2373949.92662557,564856.3075295868,33942457.29530171,305268.773857485,25701369.382653333,8878493.042081222,82598885.03740156,892637.4266481611,47388139.77064375,233326.0096915628,30718245.74435406,798998.2645860413,52467017.66844603,221420.45096031,18115471.207315657,4046.602215303602,8.305632848793074,-0.04062009598469807
2017-12-22 00:00:00+00:00,74.8287963867,20394400.0,277925540.251,4.315202789327067,-0.22300781561125937,0.4660742062999999,904816.0,15530.63,138.325443,10.397756785,39601.0,304.36928674,1990.16,0.0453494396,30297795.0,0.2508196745,573334.0,418.62813165,207.704,1.0983261536,3221589.0,785.07,44.65333,2148281.27481909,237861682.20040265,35055.9897831,3856777.84132079,421711.39904754073,28364969.286632337,411761.566442785,26205202.518425897,1373988.024365682,167577297.4465268,3538355.45485007,198812214.9754089,143803.447259783,22391552.90351187,605743.5796984785,39590721.66244496,86950.7374562316,9841296.600605156,5119.276551116463,8.540768409439899,-0.002222989087041327
2017-12-23 00:00:00+00:00,83.4077987671,13417700.0,310354107.208,4.423741815389759,0.10853902606269195,0.3970177314,355044.0,13421.83,182.132041,7.842375269000001,28579.0,252.38409132,994.94,0.0351651946,34293936.0,0.2139439702,285630.0,326.52628024,79.472,1.0270384316,1076587.0,646.11,59.679542000000005,2444545.2918550298,252844682.3020754,38559.54888162,5685496.85690026,140958.7634271816,20971033.08155137,224127.242812751,33760131.31173926,1205952.9330399456,91936629.3878143,1105696.223960949,126664864.97158444,61108.816208226,20682296.20770033,251107.0278179208,33693173.92875343,25949.69654323328,8441529.47362741,5810.309913148713,8.667389189757044,0.00815313903108894
2017-12-24 00:00:00+00:00,85.6231002808,7961160.0,319280811.137,4.44995510983466,0.026213294444900725,0.3580716352,687591.0,12702.08,296.40439200000003,7.550116352000001,51088.0,245.16284608,1469.28,0.039376448,79841857.0,0.2031062592,1228080.0,314.02082176,547.082,0.9099770112,1155822.0,614.95,104.26745,3764952.29953536,115589447.84127264,64119.2683775,3356234.02749554,246206.8337188032,20039615.592062738,385720.34419097606,18376563.816086628,3143888.7303839363,169123322.96878535,1051771.4490392064,66914687.36786664,249430.734798336,18063161.72758538,360212.8664884224,28016457.99763036,171795.1392101043,4430234.079674966,3361.649618022392,8.120187090221687,-0.0371121504837415
2017-12-25 00:00:00+00:00,126.1279983521,44871500.0,471398202.649,4.837297251252253,0.3873421414175935,0.3743279124,1180451.0,13582.29,141.634766,8.028491619,28833.0,263.97180615,2541.53,0.0373512975,46345946.0,0.2177241087,468746.0,331.63877493,25.501,0.9695038602,319509.0,664.0,75.044357,1923724.4658941403,212578088.0858588,49829.453048,3124695.9557577497,441875.7585204924,10643749.64972462,231485.49885062705,12449527.912083777,1731081.216964935,62065055.75403319,309765.2088686418,32773233.794272345,102057.3050566902,4688447.509152638,670892.2644844096,49906683.49155234,8457.120399489932,2744286.891188471,7476.72491895138,8.91955013002641,0.004238935695093815
2017-12-26 00:00:00+00:00,142.4340057373,102168000.0,533481511.573,4.9588787748036305,0.1215815235513773,0.4057199999999999,501096.0,13800.0,81.214733,8.19306,15842.0,261.51000000000005,2210.61,0.032292,31979692.0,0.2228699999999999,450033.0,336.51300000000003,130.177,0.97566,422137.0,719.77,20.814734,1120763.3154,110258693.03906524,14981.821091180002,3190128.4090726497,203304.66911999995,25091679.26904296,129794.45652,14403240.954249244,1032688.214064,54765042.95696702,411862.18542,37929249.10333513,100298.85470999996,14384152.163868709,578096.6211000001,53971370.05912954,43806.252801,5450602.161794443,4898.668503258735,8.496718713143508,0.003662345960920632
2017-12-27 00:00:00+00:00,126.2519989014,31649200.0,473835276.861,4.838279900912506,-0.12059887389112411,0.4210617599999999,539543.0,15594.88,36.662094,8.555351168,14592.0,276.04497088,3317.7200000000003,0.0364920191999999,17123759.0,0.2195759104,329803.0,360.38208192,306.021,1.0751110272,576396.0,748.75,33.003284,571740.9564787201,108951252.641951,24711.208895,2219105.01847866,227180.92517567996,16844418.43229919,124839.684243456,16270401.012311077,624880.5422041711,105348493.17787635,619689.6956339711,60112465.46220519,72416.79397765119,12358382.69074068,915839.9207879936,61789389.65837515,110284.48509124032,6958901.843259689,4475.240051536145,8.406315272071605,-0.01776483936933282
2017-12-28 00:00:00+00:00,116.2900009155,22491400.0,437285181.282,4.756087079177512,-0.08219282173499476,0.4109156115,369691.0,15442.15,68.295219,8.732535825000001,7179.0,264.63212455,1578.71,0.035208102,9862241.0,0.223602332,527804.0,374.48757965,297.985,1.197075468,1378260.0,739.98,15.376910999999998,1054625.01608085,162825253.01243827,11378.60660178,2507311.54245813,151911.8033310465,17567659.920951393,62690.87468767501,14554898.23892092,347230.787076582,48632245.3195136,1649881.23452568,141298707.0544184,118018.205238928,9685649.44851954,417777.3813483305,37869505.37601937,111591.68142200523,7071796.787528461,5808.959919856908,8.667156818305605,-0.0049939088595643
