timeOpen;timeClose;timeHigh;timeLow;open;high;low;close;volume;marketCap;timestamp
"2021-12-31T00:00:00.000Z";"2021-12-31T23:59:59.999Z";"2021-12-31T09:11:00.000Z";"2021-12-31T20:01:00.000Z";41.1169286543;41.6241031612;40.2806801054;40.6000836026;10001950.01;711066761.93;"2021-12-31T23:59:59.999Z"
"2021-12-30T00:00:00.000Z";"2021-12-30T23:59:59.999Z";"2021-12-30T12:31:03.000Z";"2021-12-30T00:22:05.000Z";40.8072807358;41.4958315409;40.1731700598;41.1190791081;9746184.75;720156409.55;"2021-12-30T23:59:59.999Z"
"2021-12-29T00:00:00.000Z";"2021-12-29T23:59:59.999Z";"2021-12-29T09:07:03.000Z";"2021-12-29T23:22:07.000Z";42.072702294;42.409524712;40.5756200912;40.7279114397;13763067.26;713305528.9;"2021-12-29T23:59:59.999Z"
"2021-12-28T00:00:00.000Z";"2021-12-28T23:59:59.999Z";"2021-12-28T00:02:02.000Z";"2021-12-28T22:42:03.000Z";45.6293459422;45.6431601098;41.42223579;42.1078340478;14790384.48;737473388.02;"2021-12-28T23:59:59.999Z"
"2021-12-27T00:00:00.000Z";"2021-12-27T23:59:59.999Z";"2021-12-27T12:42:03.000Z";"2021-12-27T09:21:03.000Z";45.0272439879;47.7444926713;44.5266279741;45.6467716216;30380550.81;799454070.27;"2021-12-27T23:59:59.999Z"
"2021-12-26T00:00:00.000Z";"2021-12-26T23:59:59.999Z";"2021-12-26T00:29:03.000Z";"2021-12-26T06:51:03.000Z";45.3872464664;45.9313155874;44.0980623597;45.0306578613;10266011.45;788663500.95;"2021-12-26T23:59:59.999Z"
"2021-12-25T00:00:00.000Z";"2021-12-25T23:59:59.999Z";"2021-12-25T01:01:04.000Z";"2021-12-25T17:27:03.000Z";46.0212523663;46.2754462163;44.9339141603;45.3895000954;13855291.25;794948236.42;"2021-12-25T23:59:59.999Z"
"2021-12-24T00:00:00.000Z";"2021-12-24T23:59:59.999Z";"2021-12-24T23:32:03.000Z";"2021-12-24T20:05:03.000Z";44.7531432123;47.8827728504;44.4229933705;45.9830536557;23896322.45;805343688.12;"2021-12-24T23:59:59.999Z"
"2021-12-23T00:00:00.000Z";"2021-12-23T23:59:59.999Z";"2021-12-23T19:47:03.000Z";"2021-12-23T08:45:03.000Z";42.9619974064;45.24908321;42.3895528556;44.7114666897;12287962.7;783073211.16;"2021-12-23T23:59:59.999Z"
"2021-12-22T00:00:00.000Z";"2021-12-22T23:59:59.999Z";"2021-12-22T02:53:03.000Z";"2021-12-22T13:53:03.000Z";42.9686459698;43.6313332149;42.331530687;42.9547316252;13742519.52;752305887.47;"2021-12-22T23:59:59.999Z"
"2021-12-21T00:00:00.000Z";"2021-12-21T23:59:59.999Z";"2021-12-21T12:38:05.000Z";"2021-12-21T01:37:04.000Z";41.3408837025;43.6222733251;40.5349236406;42.9616978498;18924823.98;752427893.4;"2021-12-21T23:59:59.999Z"
"2021-12-20T00:00:00.000Z";"2021-12-20T23:59:59.999Z";"2021-12-20T14:55:05.000Z";"2021-12-20T14:24:03.000Z";40.9575180805;44.0900924168;39.6237987331;41.3729771365;28594861.36;724603160.22;"2021-12-20T23:59:59.999Z"
"2021-12-19T00:00:00.000Z";"2021-12-19T23:59:59.999Z";"2021-12-19T03:36:03.000Z";"2021-12-19T02:10:03.000Z";40.9271565097;42.0164161376;40.6468794202;40.9611684429;9273046.95;717390774.23;"2021-12-19T23:59:59.999Z"
"2021-12-18T00:00:00.000Z";"2021-12-18T23:59:59.999Z";"2021-12-18T10:50:03.000Z";"2021-12-18T02:54:03.000Z";40.477183504;41.6786991872;40.1536769033;40.9369953426;8980719.76;716967408.4;"2021-12-18T23:59:59.999Z"
"2021-12-17T00:00:00.000Z";"2021-12-17T23:59:59.999Z";"2021-12-17T04:09:03.000Z";"2021-12-17T14:46:03.000Z";41.3721153684;42.0616823404;39.5454616681;40.4592297101;12108216.29;708599857.62;"2021-12-17T23:59:59.999Z"
"2021-12-16T00:00:00.000Z";"2021-12-16T23:59:59.999Z";"2021-12-16T00:16:03.000Z";"2021-12-16T23:58:03.000Z";42.9165712385;43.4854703379;41.3253769905;41.3569391072;10360385.98;724322271.4;"2021-12-16T23:59:59.999Z"
"2021-12-15T00:00:00.000Z";"2021-12-15T23:59:59.999Z";"2021-12-15T20:42:03.000Z";"2021-12-15T16:00:03.000Z";42.5117146402;43.4305327853;39.7703309071;42.9715135022;16069668.22;752599803.99;"2021-12-15T23:59:59.999Z"
"2021-12-14T00:00:00.000Z";"2021-12-14T23:59:59.999Z";"2021-12-14T13:12:03.000Z";"2021-12-14T00:06:03.000Z";40.2728805618;44.6601026761;40.1549725046;41.4189746441;32083963.26;725408757.06;"2021-12-14T23:59:59.999Z"
"2021-12-13T00:00:00.000Z";"2021-12-13T23:59:59.999Z";"2021-12-13T00:24:03.000Z";"2021-12-13T19:44:03.000Z";44.6135986833;45.4644911978;39.8835990625;40.2706433325;13874798.81;705296970.21;"2021-12-13T23:59:59.999Z"
"2021-12-12T00:00:00.000Z";"2021-12-12T23:59:59.999Z";"2021-12-12T00:01:03.000Z";"2021-12-12T10:55:03.000Z";45.1451778798;45.2350903908;43.4033247611;44.5938240746;12711419.23;781012827.39;"2021-12-12T23:59:59.999Z"
"2021-12-11T00:00:00.000Z";"2021-12-11T23:59:59.999Z";"2021-12-11T08:30:03.000Z";"2021-12-11T00:22:03.000Z";45.2635990353;45.9471289436;43.6427680131;45.1358249432;24343992.51;790505389.19;"2021-12-11T23:59:59.999Z"
"2021-12-10T00:00:00.000Z";"2021-12-10T23:59:59.999Z";"2021-12-10T13:20:03.000Z";"2021-12-10T07:58:03.000Z";42.8069237671;50.3317106537;42.1046423209;45.3234201336;69784698.69;793790917.02;"2021-12-10T23:59:59.999Z"
"2021-12-09T00:00:00.000Z";"2021-12-09T23:59:59.999Z";"2021-12-09T00:17:03.000Z";"2021-12-09T23:59:03.000Z";46.4757802349;46.9082357737;42.8744248428;42.8744248428;11439325.4;750899400.62;"2021-12-09T23:59:59.999Z"
"2021-12-08T00:00:00.000Z";"2021-12-08T23:59:59.999Z";"2021-12-08T09:22:03.000Z";"2021-12-08T11:44:03.000Z";46.9336872072;47.7288696951;44.7542073045;46.5667548182;17130286.41;815566585.68;"2021-12-08T23:59:59.999Z"
